article_index,article_title,article_date,sentence,category
192,Hamas Attack Raises Questions Over an Israeli Intelligence Failure,10/9/2023," (Samar  Abu  Elouf/The  New  York  Times)



















Mourners  at  the  funeral  of  Col.  Roi  Levy,  an  Israeli  soldier  killed  when  Palestinian  militants  infiltrated  Israel,  in  the  Mount  Herzl  military  cemetery  in  Jerusalem,  Monday,  Oct.  9,  2023. ",israel
192,Hamas Attack Raises Questions Over an Israeli Intelligence Failure,10/9/2023," (Tamir  Kalifa/The  New  York  Times)



















A  man  mourns  near  the  body  of  a  person  killed  after  Israel’s  retaliation  in  Gaza  City,  on  Sunday,  Oct.  8,  2023. ",palestine
192,Hamas Attack Raises Questions Over an Israeli Intelligence Failure,10/9/2023," (Avishag  Shaar-Yashuv/The  New  York  Times)



















Men  a  synagogue’s  shelter  in  Askelon  read  reports  that  at  least  200  Israelis  were  killed  in  Hamas  attacks  on  Saturday,  Oct.  7,  2023. ",israel
192,Hamas Attack Raises Questions Over an Israeli Intelligence Failure,10/9/2023," (Samar  Abu  Elouf/The  New  York  Times)



















Palestinian  men  carry  the  body  of  a  militant  who  was  killed  in  fighting  on  the  Gaza/Israel  border,  in  Gaza  City  on  Saturday,  Oct.  7,  2023. ",palestine
192,Hamas Attack Raises Questions Over an Israeli Intelligence Failure,10/9/2023," (Samar  Abu  Elouf/The  New  York  Times)



















The  coffin  of  Col.  Roi  Levy,  an  Israeli  soldier  killed  when  Palestinian  militants  infiltrated  Israel,  is  carried  during  his  funeral  in  the  Mount  Herzl  military  cemetery  in  Jerusalem,  Monday,  Oct.  9,  2023. ",israel
194,"For American Evangelicals Who Back Israel, ‘Neutrality Isn’t an Option’",10/15/2023,"
Now,  one  week  after  at  least  1,300  people  in  Israel  were  killed  in  Hamas  attacks,  and  as  the  number  of  dead  in  Gaza  soared  past  2,400  in  Israeli  airstrikes,  evangelical  leaders  across  the  United  States  are  voicing  that  support  in  sermons,  public  statements  and  calls  to  action.
",both
196,A Clash of Views Over the Israel-Hamas War,10/10/2023," To  the  Editor:Re  ""Israel  and  Hamas  Battle  in  Gaza  as  Netanyahu  Warns  of  a  Long  War""  (news  article,  Oct.  9):Hundreds  of  Israelis  --  men,  women,  children,  infants  and  the  elderly  --  were  dragged  from  their  homes  by  Hamas  operatives,  and  Israeli  citizens  were  murdered  in  cold  blood. ",israel
196,A Clash of Views Over the Israel-Hamas War,10/10/2023," They  have  murdered  civilians  in  their  homes,  terrorized  a  nation  with  indiscriminate  rockets  and  taken  hostages  all  to  further  a  political  goal.That  is  the  very  definition  of  a  terrorist. ",israel
197,Scale of Hamas atrocities in Israel emerges,10/13/2023,"
As  Hamas  gunmen  descended  on  Israel,  civilians  were  killed  waiting  for  the  bus,  dancing  at  a  festival,  doing  chores  and  hiding  as  best  they  could. ",israel
199,Columbia Closes Campus as Israel-Hamas War Protests Erupt,10/12/2023,"
The  protests  around  the  city  were  largely  peaceful,  but  the  passionate  views  on  display  and  the  anxieties  the  gatherings  produced  were  testament  to  the  shock  felt  in  New  York  over  the  attacks,  which  have  killed  thousands.
",both
199,Columbia Closes Campus as Israel-Hamas War Protests Erupt,10/12/2023,"
New  York  City  has  been  racked  by  grief,  shaken  by  protests  and  living  on  edge  in  the  week  since  the  Hamas  attack  killed  more  than  1,200  Israelis,  and  Israel  began  a  bombing  campaign  in  the  Gaza  Strip  killed  more  than  1,100  people  and  flattened  large  areas  of  the  densely  populated  and  impoverished  region.
",both
199,Columbia Closes Campus as Israel-Hamas War Protests Erupt,10/12/2023,"
New  York  City  has  been  racked  by  grief,  shaken  by  protests  and  living  on  edge  in  the  week  since  the  Hamas  attack  killed  more  than  1,200  Israelis,  and  Israel  began  a  bombing  campaign  in  the  Gaza  Strip  killed  more  than  1,100  people  and  flattened  large  areas  of  the  densely  populated  and  impoverished  region.
",both
201,Online Deceits and AI Are Making the Truth a Casualty of War,10/14/2023," Hamas  killed  dozens  of  Israelis,  including  children,  in  an  attack  in  Kfar  Aza,  a  kibbutz  near  Gaza. ",israel
205,Bipartisan Group of U.S. Lawmakers Meets With Netanyahu in Israel,10/11/2023,"
In  an  interview  on  CNN  on  Tuesday,  Ms.  Wasserman  Schultz  said  that  the  delegation  had  been  in  Saudi  Arabia  when  Hamas  fighters  first  broke  through  barriers  encircling  the  Gaza  Strip  on  Saturday  and  attacked  nearby  Israeli  towns,  where  they  killed  hundreds  of  civilians  and  took  scores  of  hostages. ",israel
207,The ‘Jewish Team’ With Something to Prove,10/17/2023,"
Before  the  game,  the  players  huddled  for  more  prayers,  and  the  Maritime  College  public  address  announcer,  at  Yeshiva’s  request,  asked  for  a  moment  of  silence  for  those  who  had  died  in  Israel. ",israel
209,U.S. and Israel Keeping Eye on Hezbollah in Hope Conflict Will Not Spread,10/17/2023," But  Israel's  reaction  to  the  attack,  including  the  intense  barrage  of  airstrikes  on  Gaza  that  have  killed  2,808  people,  and  the  preparations  for  a  ground  offensive,  could  have  shifted  Hezbollah's  strategy,  a  senior  Israeli  defense  official  said.This  is  one  reason  current  American  intelligence  agencies  believe  that  Mr.  Nasrallah  wants  to  keep  his  organization  out  of  a  major  war,  U.S.  officials  said.Still,  Israel's  northern  border  has  been  tense.Clashes  along  the  border  with  Lebanon  --  the  most  serious  since  the  2006  war  --  and  Israeli  airstrikes  inside  Syria  have  stoked  fears  of  a  wider  conflict  in  the  region.Israel  has  evacuated  the  northern  border  and  reinforced  it  with  military  units  to  deter  any  potential  attack,  but  clashes  broke  out  on  Sunday  and  Monday. ",palestine
210,"As Israeli Invasion Looms, Diplomats Seek to Meet Gaza’s Dire Human Needs",10/15/2023,"
An  Israeli  fighter  jet  also  launched  a  missile  that,  the  Israeli  military  claimed,  killed  Billal  Al  Kedra,  described  by  Israel  as  a  Hamas  commander  responsible  for  the  massacre  at  Israel’s  Kibbutz  Nirim  on  Oct.  7.
",palestine
210,"As Israeli Invasion Looms, Diplomats Seek to Meet Gaza’s Dire Human Needs",10/15/2023,"
Israel’s  retaliatory  strikes  have  killed  at  least  2,670  people  in  Gaza  over  the  past  week,  according  to  the  Palestinian  Health  Ministry. ",palestine
210,"As Israeli Invasion Looms, Diplomats Seek to Meet Gaza’s Dire Human Needs",10/15/2023," Palestinian  news  media  reported  on  Sunday  that  an  Israeli  strike  on  a  home  in  Rafah,  near  the  closed  Egypt  border  crossing,  had  killed  at  least  17  members  of  a  family.
",palestine
210,"As Israeli Invasion Looms, Diplomats Seek to Meet Gaza’s Dire Human Needs",10/15/2023,"
Israeli  officials  said  over  the  weekend  that  of  the  1,300  people  killed  in  Israel  by  Hamas  militants  during  the  Oct.  7  raid,  at  least  258  were  Israeli  soldiers. ",israel
210,"As Israeli Invasion Looms, Diplomats Seek to Meet Gaza’s Dire Human Needs",10/15/2023," Hezbollah  claimed  responsibility  on  Sunday  for  an  attack  on  the  northern  Israeli  settlement  of  Shtula  that  killed  at  least  one  Israeli  and  injured  three  others.
",israel
211,The Israeli military puts forward its version of what happened at the hospital in Gaza.,10/18/2023," 
The  group  has  denied  the  claim,  and  the  Hamas-run  Gazan  health  ministry  said  that  an  Israeli  strike  caused  the  blast,  which  it  said  killed  hundreds  of  Palestinians. 
",palestine
212,Here’s the latest on the war.,10/12/2023,"
Six  days  of  Israeli  bombardment,  following  brutal  surprise  attacks  by  Hamas  that  killed  more  than  1,200  people  in  Israel,  have  forced  more  than  300,000  Palestinians  from  their  homes,  with  no  immediate  sign  that  emergency  relief  would  be  allowed  in. ",israel
212,Here’s the latest on the war.,10/12/2023," The  Gazan  Health  Ministry  said  that  1,537  Palestinians  had  been  killed  and  6,612  others  injured  since  Saturday.
",palestine
212,Here’s the latest on the war.,10/12/2023,"
Here  is  the  latest:

The  brutality  of  the  Hamas  attack  was  coming  into  clearer  view  in  the  dozens  of  towns  and  a  military  base  targeted:  civilians,  including  children,  shot  dead  in  homes,  in  cars,  on  streets  and  in  hiding  places. ",israel
212,Here’s the latest on the war.,10/12/2023, Mr.  Blinken  said  Israeli  officials  had  shared  with  him  photographs  and  videos  of  people  killed  by  Hamas. ,israel
212,Here’s the latest on the war.,10/12/2023," Nearly  340,000  people  in  Gaza  have  been  displaced  by  the  conflict,  according  to  the  United  Nations.The  number  of  Americans  confirmed  to  have  died  in  the  Hamas  attacks  rose  to  27,  according  to  the  White  House. ",israel
213,‘It’s Not a War or a Battlefield. It’s a Massacre.’,10/10/2023," In  all,  more  than  1,000  soldiers  and  civilians  have  been  killed  in  Israel. ",israel
213,‘It’s Not a War or a Battlefield. It’s a Massacre.’,10/10/2023," Soldiers  and  rescue  workers  said  scores,  possibly  hundreds,  had  been  slaughtered  here,  including  grandparents,  infants  and  children.

",israel
213,‘It’s Not a War or a Battlefield. It’s a Massacre.’,10/10/2023," There  is  the  Kedem  Siman  Tov  family  —  parents  and  three  young  children,  all  killed. ",israel
213,‘It’s Not a War or a Battlefield. It’s a Massacre.’,10/10/2023,"







Israeli  soldiers  check  the  bodies  of  people  killed  in  Kfar  Azza,  a  village  just  across  the  border  from  Gaza  that  was  attacked  by  Palestinian  gunmen,  in  Israel,  Tuesday,  Oct.  10,  2023. ",israel
214,Friday Briefing: A coming war in Gaza,10/12/2023,"
Toll:  More  than  1,200  Israelis  and  1,500  Palestinians  have  been  killed,  officials  said,  and  more  than  300,000  Palestinians  have  been  forced  from  their  homes.
",both
214,Friday Briefing: A coming war in Gaza,10/12/2023,"
What  else  to  know:

More  details  were  emerging  on  the  atrocity  of  the  Hamas  attack  on  dozens  of  towns  and  a  military  base:  civilians,  including  children,  shot  dead  in  homes,  in  cars,  on  streets  and  in  hiding  places.A  U.S.  Treasury  Department  official  said  that  Iran,  a  backer  of  Hamas,  would  be  blocked  from  access  to  $6  billion  that  the  Biden  administration  had  sent  to  Qatar  to  be  released  for  humanitarian  purposes.While  Israelis  have  largely  shown  solidarity  since  the  Hamas  massacre,  Netanyahu’s  government  has  begun  to  face  a  backlash  from  people  angered  by  its  security  failure.

",israel
215,Hundreds Reported Killed in Blast at a Gaza Hospital,10/17/2023, Hundreds  Reported  Killed  in  Blast  at  a  Gaza  Hospital  T-I-T-L-E-E-N-D.  ,palestine
215,Hundreds Reported Killed in Blast at a Gaza Hospital,10/17/2023,"
An  explosion  killed  hundreds  of  people  on  Tuesday  at  a  hospital  in  Gaza  City  that  was  packed  with  people  sheltering  there,  Gazan  officials  said,  as  Palestinians  and  Israelis  blamed  each  other  for  a  tragedy  that  inflamed  the  region  just  as  President  Biden  was  expected  to  arrive  in  Israel.
",palestine
215,Hundreds Reported Killed in Blast at a Gaza Hospital,10/17/2023," The  bombing  campaign  and  Israel’s  directive  to  evacuate  northern  Gaza,  including  Gaza  City,  have  displaced  hundreds  of  thousands  of  people,  killed  or  wounded  thousands,  and  left  people  throughout  the  territory  perilously  low  on  water,  food,  fuel  and  medicine.
",palestine
215,Hundreds Reported Killed in Blast at a Gaza Hospital,10/17/2023," Israeli  officials  do  not  deny  striking  residential  buildings  and  mosques,  or  killing  and  injuring  noncombatants,  but  they  insist  that  they  are  targeting  Hamas’s  officials,  weapons  caches,  tunnels  and  safe  houses,  all  deeply  intertwined  with  Gazan  civilian  infrastructure.
",palestine
215,Hundreds Reported Killed in Blast at a Gaza Hospital,10/17/2023," But  evacuation  has  been  no  guarantee  of  safety,  with  airstrikes  killing  people  in  the  south  and  on  the  roads  heading  to  it.
",palestine
215,Hundreds Reported Killed in Blast at a Gaza Hospital,10/17/2023,"
The  Israeli  military  said  on  Tuesday  that  it  had  stepped  up  bombing  in  the  southern  cities  of  Khan  Younis  and  Rafah,  in  strikes  that  Gaza  officials  said  killed  80  people  overnight. ",palestine
215,Hundreds Reported Killed in Blast at a Gaza Hospital,10/17/2023," In  a  highly  planned  assault,  thousands  of  Hamas  militants  broke  through  the  border  fence  in  multiple  locations  and  poured  into  Israel,  overrunning  towns,  military  bases  and  a  music  festival,  killing  about  1,400  people  —  mostly  civilians,  and  a  number  of  them  visiting  foreigners  —  and  taking  about  200  hostages  back  to  Gaza.
",israel
