,article_index,article_title,article_date,sentence,category,auto_tagged_voice
315,199,Palestinians abroad struggle to contact family in Gaza as siege continues,10/15/2023,"
Hamas,  the  militant  group  that  controls  the  Gaza  Strip  and  that  has  been  designated  a  terrorist  organization  by  the  United  States  and  other  governments,  on  Oct.  7  carried  out  the  deadliest-ever  attack  on  Israel,  killing  at  least  1,300  people. ",israel,ACTIVE
316,199,Palestinians abroad struggle to contact family in Gaza as siege continues,10/15/2023," Retaliatory  strikes  by  Israel  have  killed  more  than  2,600  in  Gaza,  authorities  there  say.
",palestine,ACTIVE
317,199,Palestinians abroad struggle to contact family in Gaza as siege continues,10/15/2023," Six  of  her  family  members  —  an  aunt  and  five  cousins  between  the  ages  of  9  and  18  —  were  killed  in  an  Israeli  airstrike  Monday.
",palestine,PASSIVE
318,201,Jewish protesters in D.C. demand cease-fire in Israel-Gaza war,10/18/2023,"
This  demonstration  comes  amid  protests  across  the  Middle  East  following  a  strike  on  a  hospital  in  Gaza  City  on  Tuesday  that  killed  hundreds  of  people. ",palestine,ACTIVE
319,201,Jewish protesters in D.C. demand cease-fire in Israel-Gaza war,10/18/2023,"
President  Biden  has  expressed  his  support  for  Israel  since  the  Oct.  7  attack  by  Hamas,  when  gunmen  from  the  militant  group  that  controls  Gaza  broke  through  Israel's  border,  killing  more  than  1,400  people  and  taking  others  into  Gaza  as  hostages,  including  some  American  citizens. ",israel,ACTIVE
320,201,Jewish protesters in D.C. demand cease-fire in Israel-Gaza war,10/18/2023,"
Since  then,  Israeli  airstrikes  on  the  Gaza  Strip  have  killed  more  than  3,400  people  and  wounded  more  than  12,500  people,  Palestinian  officials  said.
",palestine,ACTIVE
321,202,Call for Hamas day of rage prompts higher security,10/13/2023," At  least  1,300  people  in  Israel  have  been  killed  and  about  3,300  have  been  wounded,  authorities  said. ",israel,PASSIVE
322,202,Call for Hamas day of rage prompts higher security,10/13/2023," Palestinian  officials  said  more  than  1,500  people  have  been  killed  and  about  6,600  injured.
",palestine,PASSIVE
323,203,'Cease-fire' comments reopen Democratic divisions,10/12/2023,"""

More  than  1,000  Israelis,  including  children,  were  killed  in  Hamas's  surprise  attacks  over  the  weekend,  according  to  the  Israeli  Embassy  in  Washington,  and  a  growing  counterattack  by  Israeli  forces  in  Gaza  has  also  caused  heavy  civilian  casualties,  the  Palestinian  Health  Ministry  said.
",both,PASSIVE
324,204,Hundreds of Americans trapped in Gaza with ‘no place safe for us to go’,10/21/2023," His  sister,  Joud,  14,  was  killed  in  the  airstrike  that  damaged  the  family's  home  in  Gaza  City,  said  Yousof's  cousin  Bahgat  Aboushaban,  who  lives  in  Michigan.
",palestine,PASSIVE
325,206,Thank goodness for grown-ups,10/20/2023,"
In  a  ""60  Minutes""  interview  with  Scott  Pelley,  Biden  provided  morally  and  intellectually  sophisticated  answers  at  a  time  there  are  too  few  thoughtful  distinctions  between  just  and  unjust  actions  in  war:



(PELLEY)  Certainly,  about  1,200  Israeli  civilians  were  killed  in  the  initial  attack,  but  now  Hamas  fighters  and  Palestinian  civilians  are  being  killed  in  the  counterattack. ",both,PASSIVE
326,206,Thank goodness for grown-ups,10/20/2023,"
In  a  ""60  Minutes""  interview  with  Scott  Pelley,  Biden  provided  morally  and  intellectually  sophisticated  answers  at  a  time  there  are  too  few  thoughtful  distinctions  between  just  and  unjust  actions  in  war:



(PELLEY)  Certainly,  about  1,200  Israeli  civilians  were  killed  in  the  initial  attack,  but  now  Hamas  fighters  and  Palestinian  civilians  are  being  killed  in  the  counterattack. ",both,PASSIVE
327,207,Israel ordered a ‘complete siege’ of Gaza. Here’s what that looks like.,10/11/2023," 
Defense  officials  have  ordered  a  ""complete  siege""  of  Gaza  after  militants  broke  through  its  border  wall  into  southern  Israel  on  Saturday  and  killed  at  least  1,200  people,  many  of  them  civilians  —  the  deadliest  day  in  Israeli  history.
",israel,ACTIVE
328,207,Israel ordered a ‘complete siege’ of Gaza. Here’s what that looks like.,10/11/2023,"
Israel  has  bombarded  the  densely  populated  enclave  in  retaliation,  killing  at  least  1,100  people. ",palestine,ACTIVE
329,207,Israel ordered a ‘complete siege’ of Gaza. Here’s what that looks like.,10/11/2023," Those  military  campaigns  killed  more  than  3,500  Palestinians  in  total.
",palestine,ACTIVE
330,208,The media navigates a war of words for reporting on Gaza and Israel,10/20/2023," 
Ever  since  armed  men  from  Gaza  crossed  into  Israel  and  killed  some  1,400  people,  news  organizations  have  wrestled  with  how  to  describe  who  they  were  and  whom  they  represented.
",israel,ACTIVE
331,208,The media navigates a war of words for reporting on Gaza and Israel,10/20/2023,"
The  biggest  media  furor  so  far  involves  news  coverage  of  a  massive  explosion  at  a  Gaza  hospital  that  killed  an  unknown  number  of  people  this  week. ",palestine,ACTIVE
332,208,The media navigates a war of words for reporting on Gaza and Israel,10/20/2023," The  New  York  Times'  first  headline  declared,  ""Israeli  Strike  Kills  Hundreds  in  Hospital,  Palestinians  Say.""
",palestine,ACTIVE
333,210,Biden to visit Israel on Wednesday; hundreds of thousands displaced in Gaza,10/16/2023," Food  and  water  supplies  in  Gaza  are  dangerously  low.Here's  what  to  know:The  Hamas  attacks  have  killed  at  least  1,400  people  in  Israel  and  injured  more  than  4,121,  authorities  said. ",israel,ACTIVE
334,210,Biden to visit Israel on Wednesday; hundreds of thousands displaced in Gaza,10/16/2023," Palestinian  officials  said  2,778  people  in  Gaza  have  been  killed  and  9,938  wounded.
",palestine,PASSIVE
335,210,Biden to visit Israel on Wednesday; hundreds of thousands displaced in Gaza,10/16/2023,"
The  State  Department  said  Sunday  that  30  Americans  have  been  killed  in  Israel  and  13  U.S.  nationals  remain  unaccounted  for. ",israel,PASSIVE
336,211,The quest for a speaker may never end,10/18/2023," At  the  White  HouseBiden's  high-stakes  trip  to  IsraelPresident  Biden  arrived  in  Israel  today,  a  day  after  a  strike  on  a  Gaza  hospital  killed  hundreds  of  people,  raising  the  stakes  of  Biden's  trip  —  and  also  hampering  it.
",palestine,ACTIVE
337,211,The quest for a speaker may never end,10/18/2023,"
Growing  likelihood  of  a  broader  conflict:  Fears  of  a  wider  war  ""spiked  on  Tuesday  following  a  strike  on  a  Gaza  hospital  that  appears  to  have  killed  hundreds  of  people,  triggering  angry  denunciations  and  calls  for  vengeance  across  the  region,""  our  colleague  Liz  Sly  reports. ",palestine,ACTIVE
338,223,It would be a moral and strategic mistake to ignore Gaza’s plight,10/17/2023," 
Already,  the  number  of  Palestinians  killed  and  displaced  has  exceeded  that  of  any  of  the  five  Israel-Hamas  conflicts  since  2008. ",palestine,ACTIVE
339,223,It would be a moral and strategic mistake to ignore Gaza’s plight,10/17/2023," More  than  3,000  Palestinians  have  reportedly  died,  and  about  12,500  have  been  wounded,  figures  that  no  doubt  include  Hamas  personnel  but  also,  tragically,  hundreds  of  children. ",palestine,ACTIVE
340,224,"Bombed hospital is Gaza's only independent, Christian-led medical facility",10/18/2023," 
The  al-Ahli  Hospital  in  Gaza  City  -  where  authorities  suspect  an  airstrike  killed  hundreds  of  people  Tuesday  -  is  owned  and  operated  by  a  branch  of  the  Anglican  Communion,  one  of  the  largest  Christian  groups  in  the  world.
",palestine,ACTIVE
341,224,"Bombed hospital is Gaza's only independent, Christian-led medical facility",10/18/2023," Pray  for  those  who  have  been  hurt,  harmed,  or  killed  -  regardless  of  who  they  are  or  who  did  it,""  he  continued.  """,palestine,
342,225,Where are the leaders who can reach a lasting Middle East peace?,10/21/2023," Our  prayers  joined  with  millions  of  others  from  around  the  world  from  people  mourning  Israelis  and  Palestinians  mercilessly  killed  and  wounded  in  a  place  revered  by  faithful  Christians,  Jews  and  Muslims.
",both,
343,225,Where are the leaders who can reach a lasting Middle East peace?,10/21/2023,"
Six  days  later,  a  massive  explosion  and  fireball  erupted  in  Al-Ahli  hospital's  parking  lot,  reportedly  killing  and  wounding  hundreds,  according  to  Gaza's  health  ministry. ",palestine,ACTIVE
344,227,Israel orders 1 million Gazans to leave,10/14/2023," The  militant  group  launched  an  unprecedented  attack  on  Israel  on  Saturday,  killing  more  than  1,300  civilians  and  soldiers  and  taking  scores  of  hostages.
",israel,ACTIVE
345,227,Israel orders 1 million Gazans to leave,10/14/2023," Nearly  1,800  people,  roughly  half  of  them  women  and  children,  have  died  in  the  bombing  campaign,  according  to  the  territory's  health  ministry. ",palestine,ACTIVE
346,227,Israel orders 1 million Gazans to leave,10/14/2023,"
At  least  11  Palestinians  were  shot  dead  by  Israeli  security  forces  and  tens  were  injured  across  the  West  Bank  on  Friday,  the  Palestinian  health  ministry  said.
",palestine,PASSIVE
347,227,Israel orders 1 million Gazans to leave,10/14/2023," Several  people  were  killed  around  Jenin,  Nablus  and  Tulkarem,  frequently  the  scenes  of  fighting  between  Palestinians  and  Israeli  soldiers  and  settlers.
",both,PASSIVE
348,227,Israel orders 1 million Gazans to leave,10/14/2023," ""For  our  people  in  Gaza  who  are  being  slaughtered. ",palestine,PASSIVE
349,227,Israel orders 1 million Gazans to leave,10/14/2023,"
Hamas's  military  wing  said  Friday  that  13  of  its  hostages  had  been  killed  by  airstrikes  within  the  past  24  hours. ",israel,PASSIVE
350,231,"Islamic Relief, other charities call for cease-fire to allow aid to reach Gaza",10/21/2023,"Just  this  week,  we  have  lost  colleagues  from  both  National  Societies,  who  were  killed  in  the  line  of  duty,  carrying  out  lifesaving  humanitarian  work. ",palestine,PASSIVE
351,236,"Among Americans killed or missing in Israel: A scholar, a nurse, tourists",10/10/2023," Among  Americans  killed  or  missing  in  Israel:  A  scholar,  a  nurse,  tourists  T-I-T-L-E-E-N-D.  ",israel,ACTIVE
352,236,"Among Americans killed or missing in Israel: A scholar, a nurse, tourists",10/10/2023,"
On  Saturday,  Katsman  was  one  of  at  least  22  Americans  killed  in  a  wave  of  unprecedented  attacks  by  Hamas  militants  that  plunged  Israel  into  war. ",israel,
353,236,"Among Americans killed or missing in Israel: A scholar, a nurse, tourists",10/10/2023," He  died  at  the  commune,  or  kibbutz,  that  he  loved,  at  the  edge  of  Israel  near  where  the  Gaza  Strip  borders  Egypt.
",israel,ACTIVE
354,236,"Among Americans killed or missing in Israel: A scholar, a nurse, tourists",10/10/2023," More  than  1,000  people  have  been  killed  in  Israel  and  at  least  830  in  Gaza  by  retaliatory  strikes.
",both,PASSIVE
355,236,"Among Americans killed or missing in Israel: A scholar, a nurse, tourists",10/10/2023,"
Americans  killed  or  missing  in  the  attacks  include  tourists  visiting  Israel;  U.S.  citizens  serving  in  the  Israeli  army;  people  born  in  the  United  States  who  immigrated  to  Israel;  and  children  born  in  Israel  to  American  parents  who  then  acquired  U.S.  citizenship,  like  Katsman. ",israel,ACTIVE
356,236,"Among Americans killed or missing in Israel: A scholar, a nurse, tourists",10/10/2023," Dekel-Chen  said  he  knew  of  at  least  three  other  American  citizens  from  their  kibbutz  who  were  missing  and  two  other  Americans  who  were  killed.
",israel,PASSIVE
357,236,"Among Americans killed or missing in Israel: A scholar, a nurse, tourists",10/10/2023,"
At  least  two  Americans  were  killed  in  Kibbutz  Holit,  a  community  founded  in  1978. ",israel,PASSIVE
358,236,"Among Americans killed or missing in Israel: A scholar, a nurse, tourists",10/10/2023,"
Matias  and  her  husband,  Shlomi,  were  killed  as  they  shielded  their  16-year-old  son,  Rotem,  with  their  bodies,  said  Matias's  father,  Ilan  Troen. ",israel,PASSIVE
359,236,"Among Americans killed or missing in Israel: A scholar, a nurse, tourists",10/10/2023," ""He  was  murdered,""  Alajem  said. ",israel,PASSIVE
360,238,Blinken flies to Israel as humanitarian crisis in Gaza worsens,10/12/2023,"
Guterres  said  11  U.N.  relief  workers  in  Gaza  had  been  killed  since  the  weekend. ",palestine,PASSIVE
361,238,Blinken flies to Israel as humanitarian crisis in Gaza worsens,10/12/2023," At  least  22  Americans  were  killed  in  the  Saturday  incursion  into  Israel  by  Hamas,  he  said.
",israel,PASSIVE
362,239,"Islamic Relief, other charities call for cease-fire to allow aid to reach Gaza",10/20/2023,"Just  this  week,  we  have  lost  colleagues  from  both  National  Societies,  who  were  killed  in  the  line  of  duty,  carrying  out  lifesaving  humanitarian  work. ",palestine,PASSIVE
363,240,"People from 35 countries killed, missing in Israel-Gaza war: What to know",10/11/2023," People  from  35  countries  killed,  missing  in  Israel-Gaza  war:  What  to  know  T-I-T-L-E-E-N-D.  ",israel,ACTIVE
