article_index,article_title,article_date,sentence,category,auto_tagged_voice
252,Palestinians Head South for Safety,2023-10-14,"
Israel  launched  waves  of  airstrikes  and  imposed  a  siege  on  the  Gaza  Strip  following  a  cross-border  raid  last  weekend  in  which  Hamas  militants  killed  more  than  1,300  Israelis,  mostly  civilians,  including  partygoers  at  a  music  festival  and  residents  of  kibbutz  communities. ",israel,ACTIVE
252,Palestinians Head South for Safety,2023-10-14,"
Israel's  bombing  in  Gaza  since  Saturday  has  killed  1,900  Palestinians  and  wounded  nearly  7,700,  according  to  Gaza's  health  ministry.
",palestine,ACTIVE
252,Palestinians Head South for Safety,2023-10-14,"
Buhaisi  said  the  area  had  come  under  heavy  bombing  on  Thursday  night,  killing  several  relatives  from  her  sister's  family. ",palestine,ACTIVE
253,American Grandmother Stuck in Gaza After Visit to Ailing Father; Retired schoolteacher from Utah wants to go home; U.S. deal to open border to Egypt is stalled,2023-10-18,"
Then  her  brother-in-law  was  killed  and  bombs  destroyed  her  sister's  home  and  Saqqa  decided  she  had  better  leave. ",palestine,PASSIVE
253,American Grandmother Stuck in Gaza After Visit to Ailing Father; Retired schoolteacher from Utah wants to go home; U.S. deal to open border to Egypt is stalled,2023-10-18," In  its  Oct.  7  attack,  Hamas  killed  at  least  1,400  Israelis  and  took  hostages,  according  to  Israeli  authorities.
",israel,ACTIVE
253,American Grandmother Stuck in Gaza After Visit to Ailing Father; Retired schoolteacher from Utah wants to go home; U.S. deal to open border to Egypt is stalled,2023-10-18, Or  to  the  number  of  people  that  are  being  killed?,palestine,PASSIVE
256,Beyond the Instagram War; Images from Israel and Gaza on social media spur drastically different understandings of the conflict.,2023-10-12, We  are  seeing  women  raped  and  children  slaughtered  right  on  our  feeds. ,israel,ACTIVE
259,How the Israel-Hamas War Tests International Law; The boundaries the Geneva Conventions set for conflict are often breached—but they still matter,2023-10-18," Hamas  mocked  the  most  sacrosanct  of  those  rules  when  it  intentionally  targeted  Israeli  civilians  in  early  October  in  an  operation  that  killed  more  than  1,000  Israelis  and  took  about  200  people  hostage.
",israel,ACTIVE
260,"'I'm Not a Diplomat…I'm a Mom.' The American Parents Thrust Into the Israeli Hostage Crisis. When U.S.-born Hersh Goldberg-Polin was taken captive by Hamas attackers at a music festival in Israel, his parents launched a desperate quest for help",2023-10-16," Footage  from  cameras  on  militants'  heads  posted  online  recorded  them  hunting  for  victims  and  killing  the  wounded.
",israel,ACTIVE
260,"'I'm Not a Diplomat…I'm a Mom.' The American Parents Thrust Into the Israeli Hostage Crisis. When U.S.-born Hersh Goldberg-Polin was taken captive by Hamas attackers at a music festival in Israel, his parents launched a desperate quest for help",2023-10-16," Hamas  has  said  22  hostages  have  been  killed  by  Israeli  bombs,  which  have  claimed  the  lives  of  more  than  2,750  Palestinians  to  date—nearly  a  third  of  them  children—according  to  the  Gaza-based  Health  Ministry. ",both,PASSIVE
261,World News: President's Foreign Policy Is Challenged By Wars,2023-10-21,"
After  an  explosion  at  a  Gaza  hospital  that  Palestinian  officials  said  killed  hundreds  and  that  each  side  blamed  on  the  other,  a  planned  Biden  meeting  with  Palestinian  Authority  President  Mahmoud  Abbas  and  other  Arab  leaders  fell  apart,  skewing  the  trip's  optics  in  favor  of  Israel. ",palestine,ACTIVE
266,"Killing Civilians: The New Normal; For Hamas in Israel and Putin in Ukraine, killing the innocent is now part of the plan.",2023-10-11," 
The  most  noted  aspect  of  Hamas's  attack  on  Israel  is  that  its  fighters  on  the  ground  explicitly  targeted  Israeli  civilians  for  killing. ",israel,
266,"Killing Civilians: The New Normal; For Hamas in Israel and Putin in Ukraine, killing the innocent is now part of the plan.",2023-10-11, Israelis  were  shot  while  driving  along  the  street. ,israel,PASSIVE
266,"Killing Civilians: The New Normal; For Hamas in Israel and Putin in Ukraine, killing the innocent is now part of the plan.",2023-10-11, They  were  pulled  from  their  homes  and  killed. ,israel,
266,"Killing Civilians: The New Normal; For Hamas in Israel and Putin in Ukraine, killing the innocent is now part of the plan.",2023-10-11," The  Hamas-Iranian  strategy  may  be  to  drive  the  Israel  Defense  Forces  to  enter  Gaza's  dense  neighborhoods,  ensuring  the  death  of  Israeli  soldiers  from  roadside  bombs,  killing  local  civilians  as  well,  and,  as  planned,  eroding  the  world's  morale.
",israel,ACTIVE
268,World News: Washington Looks at Risks of Deeper Involvement in Conflict,2023-10-12," A  still  undetermined  number  of  Americans  are  believed  to  be  among  the  dozens  of  hostages  Hamas  took  in  the  attack  that  killed  at  least  1,200  Israelis  and  22  American  citizens,  some  of  them  dual  citizens.
",israel,ACTIVE
269,Biden Backs Israel Over Gaza Hospital Blast; Summit in Jordan with Arab leaders is canceled as fears grow of regional escalation,2023-10-19,"
The  Gaza  Health  Ministry  said  on  Wednesday  that  the  blast  killed  471  people. ",palestine,ACTIVE
269,Biden Backs Israel Over Gaza Hospital Blast; Summit in Jordan with Arab leaders is canceled as fears grow of regional escalation,2023-10-19,"""

As  of  Tuesday,  the  Health  Ministry  in  Gaza  said  about  3,000  people  had  been  killed  before  the  hospital-compound  blast  and  more  than  12,500  wounded. ",palestine,PASSIVE
270,Gazans Brace for Israeli Offensive --- Netanyahu vows to 'eliminate Hamas' as U.N. fears disastrous mass relocation,2023-10-14,"
The  air  force  said  it  had  targeted  about  6,000  bombs  at  Hamas  in  Gaza  since  the  group  killed  some  1,300  people  in  Israel  over  the  weekend. ",israel,ACTIVE
270,Gazans Brace for Israeli Offensive --- Netanyahu vows to 'eliminate Hamas' as U.N. fears disastrous mass relocation,2023-10-14," Gaza  health  authorities  say  about  1,900  Palestinians  have  been  killed  --  more  than  half  of  them  women  and  children  --  since  the  start  of  Israel's  bombardment.
",palestine,PASSIVE
270,Gazans Brace for Israeli Offensive --- Netanyahu vows to 'eliminate Hamas' as U.N. fears disastrous mass relocation,2023-10-14,"
Hamas's  military  wing  said  Friday  that  the  Israeli  bombing  campaign  killed  13  of  around  100  civilians  and  soldiers  the  group  abducted  from  Israel  over  the  weekend. ",israel,ACTIVE
271,"The Media, Like the Terrorists, Aim at Israel and Miss; The Arab street has a new blood libel: that Jews slaughter Palestinians in their hospitals.",2023-10-18, Hamas  said  Tuesday  that  an  Israeli  airstrike  on  a  Gaza  City  hospital  killed  at  least  500  Palestinians. ,palestine,ACTIVE
271,"The Media, Like the Terrorists, Aim at Israel and Miss; The Arab street has a new blood libel: that Jews slaughter Palestinians in their hospitals.",2023-10-18,"
""Israeli  Strike  Kills  Hundreds  in  Hospital,  Palestinians  Say,""  read  the  initial  New  York  Times  headline. ",palestine,ACTIVE
271,"The Media, Like the Terrorists, Aim at Israel and Miss; The Arab street has a new blood libel: that Jews slaughter Palestinians in their hospitals.",2023-10-18,"BREAKING:  The  Gaza  Health  Ministry  says  at  least  500  people  killed  in  an  explosion  at  a  hospital  that  it  says  was  caused  by  an  Israeli  airstrike,""  the  Associated  Press  wrote  in  a  tweet  seen  13  million  times. ",palestine,ACTIVE
273,Endgame in Gaza Is Far From Clear,2023-10-16,"
As  Israel  grapples  with  the  aftermath  of  a  Hamas  assault  that  killed  some  1,300  Israelis,  punishing  those  responsible  for  the  violence  is  seen  by  many  across  Israel  as  much  more  important  than  working  out  what  happens  after  Hamas.
",israel,ACTIVE
275,Militants Obtained Detailed Maps for Attack --- Documents found on Hamas fighters show scale of plans behind deadly strikes,2023-10-13,"
More  than  1,300  Israelis  were  killed  in  the  attacks,  which  have  deeply  shaken  the  country's  sense  of  security  and  prompted  Israel  to  declare  war  on  Hamas.
",israel,PASSIVE
275,Militants Obtained Detailed Maps for Attack --- Documents found on Hamas fighters show scale of plans behind deadly strikes,2023-10-13,"
Attackers  killed  in  the  town  of  Ofakim  near  Gaza,  also  were  carrying  maps  and  other  documents,  said  Almog  Cohen,  a  resident  and  a  member  of  the  Israeli  parliament,  who  took  part  in  the  fighting. ",israel,ACTIVE
277,The Weekend Interview with Yonah Jeremy Bob: What Israeli Victory Would Look Like,2023-10-14," ""There  was  no  scenario  where  anybody  talked  about  22  villages,  a  whole  area  of  the  country,  1,200  Israelis  killed,  including  800  to  900  civilians. ",israel,ACTIVE
278,A Kibbutz Defeated Hamas Attack --- Small volunteer force protected families from militants who came to take hostages,2023-10-18,"
Palestinian  gunmen  who  flooded  out  of  Gaza  killed  1,400  Israelis  and  took  close  to  200  hostages,  terrorizing  and  shooting  people  at  more  than  20  Israeli  towns  and  military  bases  and  thousands  at  an  all-night  music  festival  not  far  from  Mefalsim.
",israel,ACTIVE
278,A Kibbutz Defeated Hamas Attack --- Small volunteer force protected families from militants who came to take hostages,2023-10-18,"
Palestinian  gunmen  who  flooded  out  of  Gaza  killed  1,400  Israelis  and  took  close  to  200  hostages,  terrorizing  and  shooting  people  at  more  than  20  Israeli  towns  and  military  bases  and  thousands  at  an  all-night  music  festival  not  far  from  Mefalsim.
",israel,
278,A Kibbutz Defeated Hamas Attack --- Small volunteer force protected families from militants who came to take hostages,2023-10-18, Two  attackers  were  killed  in  the  garden  of  a  house  by  four  Israeli  soldiers  who  were  home  on  a  weekend  leave. ,palestine,PASSIVE
278,A Kibbutz Defeated Hamas Attack --- Small volunteer force protected families from militants who came to take hostages,2023-10-18, Two  more  were  killed  after  troops  found  them  hiding  in  a  cow  shed. ,palestine,PASSIVE
278,A Kibbutz Defeated Hamas Attack --- Small volunteer force protected families from militants who came to take hostages,2023-10-18,"
No  Mefalsim  residents  were  killed  or  taken  hostage,  protected  by  a  dozen  residents,  many  of  them  former  Israeli  soldiers,  who  had  prepared  for  years  to  defend  the  kibbutz.
",israel,PASSIVE
279,"U.S. Families With Loved Ones Missing in Israel Turn to Washington for Help; Relatives are trying to take charge of the search, scouring social media and visiting massacre sites themselves",2023-10-11,"
At  least  20  Americans  in  Israel  are  still  missing  after  Hamas  launched  deadly  attacks  last  weekend  ,  killing  1,200  people  and  abducting  more  than  a  100,  including  foreign  nationals,  and  taking  them  to  Gaza. ",israel,ACTIVE
279,"U.S. Families With Loved Ones Missing in Israel Turn to Washington for Help; Relatives are trying to take charge of the search, scouring social media and visiting massacre sites themselves",2023-10-11, The  State  Department  said  Wednesday  at  least  22  Americans  died  in  the  attack. ,israel,ACTIVE
279,"U.S. Families With Loved Ones Missing in Israel Turn to Washington for Help; Relatives are trying to take charge of the search, scouring social media and visiting massacre sites themselves",2023-10-11, One  person  in  the  car  died. ,israel,ACTIVE
280,Left and Right Try To Undermine Self-Defense,2023-10-16," If  history  is  a  guide  (which  it  is  to  terrorist  organizations  such  as  Hamas),  we  will  soon  be  seeing  and  hearing  only  about  all  the  innocent  Palestinians  being  killed  by  the  Israeli  assault,  with  no  little  blame  apportioned  to  Hamas.
",palestine,PASSIVE
281,"Released American Hostages Face a Long Road to Healing, Father Says; The two released hostages have eight other relatives still in Gaza, cousins say",2023-10-21,"
Natalie  and  Judith  Raanan  were  with  relatives  in  Nahal  Oz,  a  kibbutz,  when  the  Hamas  onslaught  that  killed  more  than  1,400  Israelis  began.
",israel,ACTIVE
281,"Released American Hostages Face a Long Road to Healing, Father Says; The two released hostages have eight other relatives still in Gaza, cousins say",2023-10-21,"
Apart  from  Israel,  citizens  of  more  than  40  countries  were  killed  and  went  missing  during  the  attack,  according  to  the  Israeli  Foreign  Ministry. ",israel,PASSIVE
